task,Review required resiliency patterns: retries, circuit breakers, health checks, and idempotency,1,1,,,,,
section,4️⃣ Frontend Assessment (Angular),,,,,,
task,Confirm Angular version, Node.js tooling compatibility, and long-term supportability,1,1,,,,,
task,Decide frontend hosting model: App Service, static hosting, or Front Door with API backend,1,1,,,,,
task,Review environment-specific settings, API base URL handling, and CORS configuration,1,1,,,,,
task,Review SPA routing requirements and authentication flow,1,1,,,,,
task,Determine CDN and edge caching requirements,2,1,,,,,
task,Assess build pipeline, artifact generation, versioning, and environment promotion approach,1,1,,,,,
task,Confirm whether frontend and backend should be deployed independently,1,1,,,,,
task,Review accessibility, browser support, and client-side error monitoring requirements,2,1,,,,,
section,5️⃣ Database Assessment & Migration Planning,,,,,,
task,Validate compatibility with Azure SQL Database using assessment tooling,1,1,,,,,
task,Validate compatibility with Azure SQL Managed Instance using assessment tooling,1,1,,,,,
task,Identify unsupported SQL features or migration blockers for each target option,1,1,,,,,
task,Select database target based on required SQL surface area, operational burden, and modernisation goals,1,1,,,,,
task,Plan schema migration, data migration, downtime approach, validation, and rollback,1,1,,,,,
task,Review connection resiliency, transient fault handling, and connection string changes,1,1,,,,,
task,Decide whether database access should use private endpoints and how connectivity will be secured,1,1,,,,,
task,Use Azure Database Migration Service to validate readiness and migration path,1,1,,,,,
section,6️⃣ Azure Landing Zone & Environment Design,,,,,,
task,Define subscription strategy and management group hierarchy,1,1,,,,,
task,Define resource organisation, naming conventions, and tagging standards,1,1,,,,,
task,Select Azure regions and confirm paired-region strategy for DR,1,1,,,,,
task,Define RBAC model and access control boundaries,1,1,,,,,
task,Define Azure Policy guardrails for compliance and governance,2,1,,,,,
task,Design networking model: VNets, subnets, peering, and DNS,1,1,,,,,
task,Define logging and monitoring baseline with Azure Monitor,1,1,,,,,
task,Define cost management approach: budgets, alerts, tagging, and right-sizing cadence,1,1,,,,,
task,Define CI/CD and IaC approach for platform foundations,1,1,,,,,
task,Validate design against Azure landing zone guidance,1,1,,,,,
section,7️⃣ Target Architecture Design,,,,,,
task,Document preferred hosting target for each application tier with justification,1,1,,,,,
task,Design ingress and traffic flow: Azure Front Door, Application Gateway, and WAF placement,1,1,,,,,
task,Document WAF requirements and public attack surface reduction approach,1,1,,,,,
task,Produce target Azure architecture diagram,1,1,,,,,
task,Validate architecture against Azure Well-Architected Framework pillars,1,1,,,,,
section,8️⃣ Identity, Secrets & Security,,,,,,
task,Review current authentication and authorisation flows,1,1,,,,,
task,Design Microsoft Entra ID integration for user and service authentication,1,1,,,,,
task,Remove secrets from config files and source control,1,1,,,,,
task,Design managed identity usage for service-to-service access,1,1,,,,,
task,Plan migration of secrets and certificates into Azure Key Vault,1,1,,,,,
task,Review TLS and certificate management approach in Azure,1,1,,,,,
task,Design network security model: private endpoints, NSGs, ingress restrictions, and least privilege,1,1,,,,,
task,Review data protection, encryption, compliance, audit, and retention requirements,1,1,,,,,
task,Validate security design against Well-Architected security pillar,1,1,,,,,
section,9️⃣ Observability & Operations,,,,,,
task,Define logging, metrics, distributed tracing, dashboards, and alerting requirements,1,1,,,,,
task,Design backend instrumentation with Application Insights,1,1,,,,,
task,Design frontend client-side telemetry and error monitoring,1,1,,,,,
task,Plan distributed tracing across frontend, backend, and database tiers,2,1,,,,,
task,Define SLOs, SLIs, and alert thresholds,1,1,,,,,
task,Define deployment slot strategy and health probe configuration for safe releases,1,1,,,,,
task,Define operational runbooks for incidents, deployment rollback, scaling, and recovery,2,1,,,,,
section,1️⃣0️⃣ DevOps, IaC & Release Management,,,,,,
task,Define IaC approach and tooling for Azure resource provisioning,1,1,,,,,
task,Define CI/CD pipelines for frontend, backend, and database changes,1,1,,,,,
task,Define environment promotion strategy: dev, test, staging, and production,1,1,,,,,
task,Decide release pattern: blue/green, canary, deployment slots, or staged rollout,1,1,,,,,
task,Define secrets management approach in CI/CD pipelines,1,1,,,,,
task,Define database migration and deployment automation approach,1,1,,,,,
task,Ensure repeatable environment provisioning and drift control,2,1,,,,,
section,1️⃣1️⃣ Data Migration & Cutover Planning,,,,,,
task,Decide migration type: offline, online, phased, or hybrid,1,1,,,,,
task,Plan and schedule rehearsal migrations,1,1,,,,,
task,Define cutover window and business communication plan,1,1,,,,,
task,Define data validation checks to run post-migration,1,1,,,,,
task,Define rollback strategy if cutover fails,1,1,,,,,
task,Define coexistence plan if old and new environments run in parallel temporarily,2,1,,,,,
section,1️⃣2️⃣ Performance, Resilience & Scalability,,,,,,
task,Baseline current application and database performance,1,1,,,,,
task,Define expected load and scaling requirements in Azure,1,1,,,,,
task,Review session state handling, caching, and statelessness assumptions,1,1,,,,,
task,Review retry logic and transient fault handling,1,1,,,,,
task,Review backup, restore, zone resilience, and disaster recovery requirements,1,1,,,,,
task,Validate design against Well-Architected reliability and performance pillars,1,1,,,,,
section,1️⃣3️⃣ Cost & Licensing,,,,,,
task,Estimate Azure run costs for each target architecture option,1,1,,,,,
task,Review Windows and SQL Server licensing options and Azure Hybrid Benefit eligibility,1,1,,,,,
task,Compare PaaS vs IaaS cost trade-offs for each tier,1,1,,,,,
task,Estimate operational savings from moving away from on-premises infrastructure management,2,1,,,,,
task,Define cost controls: budgets, alerts, tagging policy, and right-sizing review cadence,1,1,,,,,
section,1️⃣4️⃣ Risks, Assumptions & Open Questions,,,,,,
task,Document unsupported .NET Framework 4.6 dependencies and remediation options,1,1,,,,,
task,Document legacy Angular or tooling compatibility risks,1,1,,,,,
task,Document SQL features incompatible with chosen Azure SQL target,1,1,,,,,
task,Identify hidden on-premises integrations or firewall dependencies,1,1,,,,,
task,Identify certificates or secrets embedded in config files or servers,1,1,,,,,
task,Identify local file storage assumptions that must be addressed before migration,1,1,,,,,
task,Identify long-running or stateful processes not suited to web app hosting,1,1,,,,,
task,Assess test coverage adequacy for safe migration validation,1,1,,,,,
task,Identify production-only behaviour not visible in lower environments,1,1,,,,,
task,Document all open questions and assign owners for resolution,1,1,,,,,
